code,name_fa,name_en,name_ru,name_local,country,is_border_crossing,trade_role,aliases,code_verified
13512707,Zhabynka,Zhabynka,,,Belarusian,,,"Zhabynka, BEL",false
13136080,Zhabynka (exp.),Zhabynka (exp.),,,Belarusian,,,"Zhabynka (exp.), BEL",false
154162,Zherd,Zherd,,,Belarusian,,,"Zherd, BEL",false
1527171,Zhitkovichi-Styk,Zhitkovichi-Styk,,,Belarusian,,,"Zhitkovichi-Styk, BEL",false
1533581,Zhitkovichy,Zhitkovichy,,,Belarusian,,,"Zhitkovichy, BEL",false
1353535,Zhitomlya,Zhitomlya,,,Belarusian,,,"Zhitomlya, BEL",false
15560604,Zhlobyn,Zhlobyn,,,Belarusian,,,"Zhlobyn, BEL",false
1542768,Zhlobyn-Podilskyi,Zhlobyn-Podilskyi,,,Belarusian,,,"Zhlobyn-Podilskyi, BEL",false
155822,Zhlobyn-Severniy (Northern) (exp.),Zhlobyn-Severniy (Northern) (exp.),,,Belarusian,,,"Zhlobyn-Severniy (Northern) (exp.), BEL",false
141362,Zhodyno,Zhodyno,,,Belarusian,,,"Zhodyno, BEL",false
159819,Zhurbyn (rzd.),Zhurbyn (rzd.),,,Belarusian,,,"Zhurbyn (rzd.), BEL",false
1661602,Zhurzhevo,Zhurzhevo,,,Belarusian,,,"Zhurzhevo, BEL",false
1356715,Zhylychy,Zhylychy,,,Belarusian,,,"Zhylychy, BEL",false
166615,Zvjozdniy,Zvjozdniy,,,Belarusian,,,"Zvjozdniy, BEL",false
165114,Zyabky,Zyabky,,,Belarusian,,,"Zyabky, BEL",false
156674,Zyabrovka,Zyabrovka,,,Belarusian,,,"Zyabrovka, BEL",false
2,Где-то в Беларуси,Где-то в Беларуси,,,Belarusian,,,"Где-то в Беларуси, BEL",false
139514,Мальковичи,Мальковичи,,,Belarusian,,,"Мальковичи, BEL",false
76217,117 km,117 km,,,Kazakhstan,,,"117 km, KZH",false
674118,14 km,14 km,,,Kazakhstan,,,"14 km, KZH",false
741357,17 km,17 km,,,Kazakhstan,,,"17 km, KZH",false
16275,48 km,48 km,,,Kazakhstan,,,"48 km, KZH",false
675962,69 km,69 km,,,Kazakhstan,,,"69 km, KZH",false
672987,Abai,Abai,,,Kazakhstan,,,"Abai, KZH",false
69767,Abail,Abail,,,Kazakhstan,,,"Abail, KZH",false
6914606,Adyr,Adyr,,,Kazakhstan,,,"Adyr, KZH",false
,Afanasievo,Afanasievo,,,Kazakhstan,,,"Afanasievo, KZH",false
6673507,Ak-Bulak,Ak-Bulak,,,Kazakhstan,,,"Ak-Bulak, KZH",false
7621,Ak-Bulat,Ak-Bulat,,,Kazakhstan,,,"Ak-Bulat, KZH",false
6927681,Ak-Kul,Ak-Kul,,,Kazakhstan,,,"Ak-Kul, KZH",false
72456,Ak-Uzjak,Ak-Uzjak,,,Kazakhstan,,,"Ak-Uzjak, KZH",false
677205,Akadyr,Akadyr,,,Kazakhstan,,,"Akadyr, KZH",false
72657,Akbalyk,Akbalyk,,,Kazakhstan,,,"Akbalyk, KZH",false
663927,Akbobek (rzd),Akbobek (rzd),,,Kazakhstan,,,"Akbobek (rzd), KZH",false
698112,Akdala (rzd),Akdala (rzd),,,Kazakhstan,,,"Akdala (rzd), KZH",false
67851,Akespe,Akespe,,,Kazakhstan,,,"Akespe, KZH",false
7674606,Akirtobe,Akirtobe,,,Kazakhstan,,,"Akirtobe, KZH",false
,Akkaitim (rzd),Akkaitim (rzd),,,Kazakhstan,,,"Akkaitim (rzd), KZH",false
,Akkemer,Akkemer,,,Kazakhstan,,,"Akkemer, KZH",false
6627106,Akkistau,Akkistau,,,Kazakhstan,,,"Akkistau, KZH",false
74122,Akkudyk,Akkudyk,,,Kazakhstan,,,"Akkudyk, KZH",false
,Akkudyk,Akkudyk,,,Kazakhstan,,,"Akkudyk, KZH",false
672556,Akkum,Akkum,,,Kazakhstan,,,"Akkum, KZH",false
72716,Akmaya,Akmaya,,,Kazakhstan,,,"Akmaya, KZH",false
6842,Aknan,Aknan,,,Kazakhstan,,,"Aknan, KZH",false
784,Aksenger (rzd),Aksenger (rzd),,,Kazakhstan,,,"Aksenger (rzd), KZH",false
677259,Akshagyl,Akshagyl,,,Kazakhstan,,,"Akshagyl, KZH",false
7711,Akshokat,Akshokat,,,Kazakhstan,,,"Akshokat, KZH",false
77307,Aksholak,Aksholak,,,Kazakhstan,,,"Aksholak, KZH",false
65701,Aksu I,Aksu I,,,Kazakhstan,,,"Aksu I, KZH",false
695805,Aksu II,Aksu II,,,Kazakhstan,,,"Aksu II, KZH",false
,Aksuat,Aksuat,,,Kazakhstan,,,"Aksuat, KZH",false
,Aktas,Aktas,,,Kazakhstan,,,"Aktas, KZH",false
6735505,Aktasty,Aktasty,,,Kazakhstan,,,"Aktasty, KZH",false
,Aktau-Port,Aktau-Port,,,Kazakhstan,,,"Aktau-Port, KZH",false
663404,Aktau-Port (perev.),Aktau-Port (perev.),,,Kazakhstan,,,"Aktau-Port (perev.), KZH",false
663804,Aktau-Port-Parom (ferry),Aktau-Port-Parom (ferry),,,Kazakhstan,,,"Aktau-Port-Parom (ferry), KZH",false
,Aktau-Port-Parom (to Olya),Aktau-Port-Parom (to Olya),,,Kazakhstan,,,"Aktau-Port-Parom (to Olya), KZH",false
689409,Aktau-Port-Parom (Turkmenbashi),Aktau-Port-Parom (Turkmenbashi),,,Kazakhstan,,,"Aktau-Port-Parom (Turkmenbashi), KZH",false
764351,Aktautas,Aktautas,,,Kazakhstan,,,"Aktautas, KZH",false
6506804,Aktay,Aktay,,,Kazakhstan,,,"Aktay, KZH",false
,Aktobe I,Aktobe I,,,Kazakhstan,,,"Aktobe I, KZH",false
,Aktobe II,Aktobe II,,,Kazakhstan,,,"Aktobe II, KZH",false
709,Aktoghay,Aktoghay,,,Kazakhstan,,,"Aktoghay, KZH",false
78155,Aktoghay-Vostochniy (Eastern),Aktoghay-Vostochniy (Eastern),,,Kazakhstan,,,"Aktoghay-Vostochniy (Eastern), KZH",false
,Akzhar (rzd),Akzhar (rzd),,,Kazakhstan,,,"Akzhar (rzd), KZH",false
677988,Akzhaydak,Akzhaydak,,,Kazakhstan,,,"Akzhaydak, KZH",false
6616801,Akzhayik,Akzhayik,,,Kazakhstan,,,"Akzhayik, KZH",false
662708,Akzhigit,Akzhigit,,,Kazakhstan,,,"Akzhigit, KZH",false
75602,Akzholtaj,Akzholtaj,,,Kazakhstan,,,"Akzholtaj, KZH",false
669529,Alabas,Alabas,,,Kazakhstan,,,"Alabas, KZH",false
671081,Alabas (rzd),Alabas (rzd),,,Kazakhstan,,,"Alabas (rzd), KZH",false
7113,Alaigirs,Alaigirs,,,Kazakhstan,,,"Alaigirs, KZH",false
72467,Alazhide,Alazhide,,,Kazakhstan,,,"Alazhide, KZH",false
,Alga,Alga,,,Kazakhstan,,,"Alga, KZH",false
6663504,Algabas,Algabas,,,Kazakhstan,,,"Algabas, KZH",false
678405,Alimbet (exp.),Alimbet (exp.),,,Kazakhstan,,,"Alimbet (exp.), KZH",false
684070,Alkau (rzd),Alkau (rzd),,,Kazakhstan,,,"Alkau (rzd), KZH",false
64016,Almagambet,Almagambet,,,Kazakhstan,,,"Almagambet, KZH",false
7887,Almaty 1,Almaty 1,,,Kazakhstan,,,"Almaty 1, KZH",false
7661608,Almaty 2,Almaty 2,,,Kazakhstan,,,"Almaty 2, KZH",false
7146601,Altaj,Altaj,,,Kazakhstan,,,"Altaj, KZH",false
670189,Altaj OP,Altaj OP,,,Kazakhstan,,,"Altaj OP, KZH",false
710314,Altay (rzd),Altay (rzd),,,Kazakhstan,,,"Altay (rzd), KZH",false
78160,Altyndala,Altyndala,,,Kazakhstan,,,"Altyndala, KZH",false
77608,Altynkol,Altynkol,,,Kazakhstan,,,"Altynkol, KZH",false
7771,Altynkol (exp.),Altynkol (exp.),,,Kazakhstan,,,"Altynkol (exp.), KZH",false
7785,Altynkol (exp.trans.auto.),Altynkol (exp.trans.auto.),,,Kazakhstan,,,"Altynkol (exp.trans.auto.), KZH",false
7735,Altynkolat,Altynkolat,,,Kazakhstan,,,"Altynkolat, KZH",false
,Altynsarin,Altynsarin,,,Kazakhstan,,,"Altynsarin, KZH",false
,Altyntau,Altyntau,,,Kazakhstan,,,"Altyntau, KZH",false
716,Alymbet,Alymbet,,,Kazakhstan,,,"Alymbet, KZH",false
6679135,Alzhan (rzd),Alzhan (rzd),,,Kazakhstan,,,"Alzhan (rzd), KZH",false
666605,Amangeldy,Amangeldy,,,Kazakhstan,,,"Amangeldy, KZH",false
,Amankaragay,Amankaragay,,,Kazakhstan,,,"Amankaragay, KZH",false
67916,Anakol (rzd),Anakol (rzd),,,Kazakhstan,,,"Anakol (rzd), KZH",false
696588,Anar,Anar,,,Kazakhstan,,,"Anar, KZH",false
6663525,Angati (rzd),Angati (rzd),,,Kazakhstan,,,"Angati (rzd), KZH",false
7217,Anrakai,Anrakai,,,Kazakhstan,,,"Anrakai, KZH",false
682909,Apanovka,Apanovka,,,Kazakhstan,,,"Apanovka, KZH",false
,Aral Tenizy,Aral Tenizy,,,Kazakhstan,,,"Aral Tenizy, KZH",false
,Aralkum,Aralkum,,,Kazakhstan,,,"Aralkum, KZH",false
72638,Arganaty,Arganaty,,,Kazakhstan,,,"Arganaty, KZH",false
682408,Arka,Arka,,,Kazakhstan,,,"Arka, KZH",false
61408,Arkalyck,Arkalyck,,,Kazakhstan,,,"Arkalyck, KZH",false
,Arshaly,Arshaly,,,Kazakhstan,,,"Arshaly, KZH",false
,Arys 1,Arys 1,,,Kazakhstan,,,"Arys 1, KZH",false
698819,Arys 2,Arys 2,,,Kazakhstan,,,"Arys 2, KZH",false
,Arystansor,Arystansor,,,Kazakhstan,,,"Arystansor, KZH",false
767809,Asa,Asa,,,Kazakhstan,,,"Asa, KZH",false
,Ashchelisayskaya,Ashchelisayskaya,,,Kazakhstan,,,"Ashchelisayskaya, KZH",false
,Ashchi-Gol,Ashchi-Gol,,,Kazakhstan,,,"Ashchi-Gol, KZH",false
65606,Ashchyozek,Ashchyozek,,,Kazakhstan,,,"Ashchyozek, KZH",false
674982,Ashchysu,Ashchysu,,,Kazakhstan,,,"Ashchysu, KZH",false
764554,Aspara,Aspara,,,Kazakhstan,,,"Aspara, KZH",false
698882,Astana-1,Astana-1,,,Kazakhstan,,,"Astana-1, KZH",false
6911135,Astrahanka,Astrahanka,,,Kazakhstan,,,"Astrahanka, KZH",false
676221,Atasu,Atasu,,,Kazakhstan,,,"Atasu, KZH",false
6915805,Atbasar,Atbasar,,,Kazakhstan,,,"Atbasar, KZH",false
695108,Atygay,Atygay,,,Kazakhstan,,,"Atygay, KZH",false
6617605,Atyrau,Atyrau,,,Kazakhstan,,,"Atyrau, KZH",false
7112709,Aul,Aul,,,Kazakhstan,,,"Aul, KZH",false
7127502,Avrora,Avrora,,,Kazakhstan,,,"Avrora, KZH",false
7874,Ayagoz,Ayagoz,,,Kazakhstan,,,"Ayagoz, KZH",false
766596,Aydarly (rzd),Aydarly (rzd),,,Kazakhstan,,,"Aydarly (rzd), KZH",false
7742,Aygyrzhal,Aygyrzhal,,,Kazakhstan,,,"Aygyrzhal, KZH",false
682108,Ayke,Ayke,,,Kazakhstan,,,"Ayke, KZH",false
713608,Ayna-Bulak,Ayna-Bulak,,,Kazakhstan,,,"Ayna-Bulak, KZH",false
684709,Ayrtau,Ayrtau,,,Kazakhstan,,,"Ayrtau, KZH",false
675959,Aysa,Aysa,,,Kazakhstan,,,"Aysa, KZH",false
641607,Aysari,Aysari,,,Kazakhstan,,,"Aysari, KZH",false
669105,Ayteke Bi,Ayteke Bi,,,Kazakhstan,,,"Ayteke Bi, KZH",false
67508,Azat,Azat,,,Kazakhstan,,,"Azat, KZH",false
,Babatay,Babatay,,,Kazakhstan,,,"Babatay, KZH",false
698409,Badam,Badam,,,Kazakhstan,,,"Badam, KZH",false
713354,Bahsha,Bahsha,,,Kazakhstan,,,"Bahsha, KZH",false
67882,Baidakam,Baidakam,,,Kazakhstan,,,"Baidakam, KZH",false
,Baikonir,Baikonir,,,Kazakhstan,,,"Baikonir, KZH",false
660108,Baiterek (rzd),Baiterek (rzd),,,Kazakhstan,,,"Baiterek (rzd), KZH",false
,Bakay,Bakay,,,Kazakhstan,,,"Bakay, KZH",false
661832,Baksay,Baksay,,,Kazakhstan,,,"Baksay, KZH",false
6727019,Baktysai (rzd),Baktysai (rzd),,,Kazakhstan,,,"Baktysai (rzd), KZH",false
71122,Balgaly,Balgaly,,,Kazakhstan,,,"Balgaly, KZH",false
78946,Balikti-Koļ,Balikti-Koļ,,,Kazakhstan,,,"Balikti-Koļ, KZH",false
677506,Balkhash I,Balkhash I,,,Kazakhstan,,,"Balkhash I, KZH",false
6775180,Balkhash II,Balkhash II,,,Kazakhstan,,,"Balkhash II, KZH",false
61107,Barankulskiy (rzd),Barankulskiy (rzd),,,Kazakhstan,,,"Barankulskiy (rzd), KZH",false
663912,Bastau (rzd),Bastau (rzd),,,Kazakhstan,,,"Bastau (rzd), KZH",false
,Bataly,Bataly,,,Kazakhstan,,,"Bataly, KZH",false
,Baumanskaya,Baumanskaya,,,Kazakhstan,,,"Baumanskaya, KZH",false
672108,Baygakum,Baygakum,,,Kazakhstan,,,"Baygakum, KZH",false
,Bayhozha,Bayhozha,,,Kazakhstan,,,"Bayhozha, KZH",false
7461,Bayserke,Bayserke,,,Kazakhstan,,,"Bayserke, KZH",false
73618,Baysheshek,Baysheshek,,,Kazakhstan,,,"Baysheshek, KZH",false
6667352,Bazirovo (rzd),Bazirovo (rzd),,,Kazakhstan,,,"Bazirovo (rzd), KZH",false
679986,Begimbet (rzd),Begimbet (rzd),,,Kazakhstan,,,"Begimbet (rzd), KZH",false
,Bekbauyl,Bekbauyl,,,Kazakhstan,,,"Bekbauyl, KZH",false
6642705,Bekbeke (rzd),Bekbeke (rzd),,,Kazakhstan,,,"Bekbeke (rzd), KZH",false
7282,Bel,Bel,,,Kazakhstan,,,"Bel, KZH",false
711585,Bel-Agach,Bel-Agach,,,Kazakhstan,,,"Bel-Agach, KZH",false
665405,Beles (rzd),Beles (rzd),,,Kazakhstan,,,"Beles (rzd), KZH",false
671808,Belkol,Belkol,,,Kazakhstan,,,"Belkol, KZH",false
5987,Belogradovka,Belogradovka,,,Kazakhstan,,,"Belogradovka, KZH",false
727515,Bereke (rzd),Bereke (rzd),,,Kazakhstan,,,"Bereke (rzd), KZH",false
74703,Berlik I,Berlik I,,,Kazakhstan,,,"Berlik I, KZH",false
669685,Bershughyr,Bershughyr,,,Kazakhstan,,,"Bershughyr, KZH",false
672708,Besaryk,Besaryk,,,Kazakhstan,,,"Besaryk, KZH",false
78206,Beskol,Beskol,,,Kazakhstan,,,"Beskol, KZH",false
668102,Bestamak,Bestamak,,,Kazakhstan,,,"Bestamak, KZH",false
6645355,Bestortkol (rzd),Bestortkol (rzd),,,Kazakhstan,,,"Bestortkol (rzd), KZH",false
,Beyneu,Beyneu,,,Kazakhstan,,,"Beyneu, KZH",false
671825,Birkazan,Birkazan,,,Kazakhstan,,,"Birkazan, KZH",false
7614604,Bizhe,Bizhe,,,Kazakhstan,,,"Bizhe, KZH",false
687946,Blockpost 7 km,Blockpost 7 km,,,Kazakhstan,,,"Blockpost 7 km, KZH",false
76791,Blok-post 402 km,Blok-post 402 km,,,Kazakhstan,,,"Blok-post 402 km, KZH",false
676825,Blokpost 366 km,Blokpost 366 km,,,Kazakhstan,,,"Blokpost 366 km, KZH",false
717,Bokter,Bokter,,,Kazakhstan,,,"Bokter, KZH",false
6646608,Bolashak,Bolashak,,,Kazakhstan,,,"Bolashak, KZH",false
664705,Bolashak (exp.),Bolashak (exp.),,,Kazakhstan,,,"Bolashak (exp.), KZH",false
664506,Bopay,Bopay,,,Kazakhstan,,,"Bopay, KZH",false
75983,Borandi,Borandi,,,Kazakhstan,,,"Borandi, KZH",false
6627604,Borankul,Borankul,,,Kazakhstan,,,"Borankul, KZH",false
,Borjakti,Borjakti,,,Kazakhstan,,,"Borjakti, KZH",false
,Boroynak,Boroynak,,,Kazakhstan,,,"Boroynak, KZH",false
72415,Borytesken (rzd),Borytesken (rzd),,,Kazakhstan,,,"Borytesken (rzd), KZH",false
,Bosaga,Bosaga,,,Kazakhstan,,,"Bosaga, KZH",false
74705,Botakara,Botakara,,,Kazakhstan,,,"Botakara, KZH",false
694408,Bozshakol,Bozshakol,,,Kazakhstan,,,"Bozshakol, KZH",false
76581,Bugun,Bugun,,,Kazakhstan,,,"Bugun, KZH",false
7142707,Buhtarma,Buhtarma,,,Kazakhstan,,,"Buhtarma, KZH",false
714404,Buhtarma (perev.),Buhtarma (perev.),,,Kazakhstan,,,"Buhtarma (perev.), KZH",false
7652765,Buribalbajtal,Buribalbajtal,,,Kazakhstan,,,"Buribalbajtal, KZH",false
675082,Burkytty,Burkytty,,,Kazakhstan,,,"Burkytty, KZH",false
791435,Bursak,Bursak,,,Kazakhstan,,,"Bursak, KZH",false
77086,Burul,Burul,,,Kazakhstan,,,"Burul, KZH",false
73988,Burunday,Burunday,,,Kazakhstan,,,"Burunday, KZH",false
676024,Buyrek (rzd),Buyrek (rzd),,,Kazakhstan,,,"Buyrek (rzd), KZH",false
79683,Chagan,Chagan,,,Kazakhstan,,,"Chagan, KZH",false
,Chaglinka,Chaglinka,,,Kazakhstan,,,"Chaglinka, KZH",false
,Chashkan,Chashkan,,,Kazakhstan,,,"Chashkan, KZH",false
,Chelgashi,Chelgashi,,,Kazakhstan,,,"Chelgashi, KZH",false
73708,Chemolgan,Chemolgan,,,Kazakhstan,,,"Chemolgan, KZH",false
7134601,Cheremshanka,Cheremshanka,,,Kazakhstan,,,"Cheremshanka, KZH",false
73405,Chilbastau,Chilbastau,,,Kazakhstan,,,"Chilbastau, KZH",false
,Chkalovo,Chkalovo,,,Kazakhstan,,,"Chkalovo, KZH",false
675411,Churbay-Nura (op),Churbay-Nura (op),,,Kazakhstan,,,"Churbay-Nura (op), KZH",false
76989,Dala,Dala,,,Kazakhstan,,,"Dala, KZH",false
7324,Dala-Kaynar,Dala-Kaynar,,,Kazakhstan,,,"Dala-Kaynar, KZH",false
742705,Darbaza,Darbaza,,,Kazakhstan,,,"Darbaza, KZH",false
676109,Dariya,Dariya,,,Kazakhstan,,,"Dariya, KZH",false
,Daut,Daut,,,Kazakhstan,,,"Daut, KZH",false
777,Degelen,Degelen,,,Kazakhstan,,,"Degelen, KZH",false
72278,Delbegetey,Delbegetey,,,Kazakhstan,,,"Delbegetey, KZH",false
,Denisovka,Denisovka,,,Kazakhstan,,,"Denisovka, KZH",false
666821,Dennoy,Dennoy,,,Kazakhstan,,,"Dennoy, KZH",false
6652708,Derkul,Derkul,,,Kazakhstan,,,"Derkul, KZH",false
,Derzhavinskaya,Derzhavinskaya,,,Kazakhstan,,,"Derzhavinskaya, KZH",false
662407,Dini Nurpeisovoy (rzd),Dini Nurpeisovoy (rzd),,,Kazakhstan,,,"Dini Nurpeisovoy (rzd), KZH",false
6627082,Diny Nurpeisovoy (rzd) (exp.),Diny Nurpeisovoy (rzd) (exp.),,,Kazakhstan,,,"Diny Nurpeisovoy (rzd) (exp.), KZH",false
67615,Dirmentobe,Dirmentobe,,,Kazakhstan,,,"Dirmentobe, KZH",false
6917608,Dombar (rzd),Dombar (rzd),,,Kazakhstan,,,"Dombar (rzd), KZH",false
668704,Don,Don,,,Kazakhstan,,,"Don, KZH",false
77211,Dongal,Dongal,,,Kazakhstan,,,"Dongal, KZH",false
,Dorozhniy (rzd),Dorozhniy (rzd),,,Kazakhstan,,,"Dorozhniy (rzd), KZH",false
71137,Dos,Dos,,,Kazakhstan,,,"Dos, KZH",false
6613608,Dossor,Dossor,,,Kazakhstan,,,"Dossor, KZH",false
78405,Dostyk,Dostyk,,,Kazakhstan,,,"Dostyk, KZH",false
7507,Dostyk (exp.),Dostyk (exp.),,,Kazakhstan,,,"Dostyk (exp.), KZH",false
7104803,Dostyk (exp.) (perev.),Dostyk (exp.) (perev.),,,Kazakhstan,,,"Dostyk (exp.) (perev.), KZH",false
71601802,Dostyk (exp.trans.auto.),Dostyk (exp.trans.auto.),,,Kazakhstan,,,"Dostyk (exp.trans.auto.), KZH",false
769514,Dyusaken,Dyusaken,,,Kazakhstan,,,"Dyusaken, KZH",false
725,Egyz-Kzyl,Egyz-Kzyl,,,Kazakhstan,,,"Egyz-Kzyl, KZH",false
,Ekibastus-Severniy II,Ekibastus-Severniy II,,,Kazakhstan,,,"Ekibastus-Severniy II, KZH",false
694605,Ekibastuz I,Ekibastuz I,,,Kazakhstan,,,"Ekibastuz I, KZH",false
694709,Ekibastuz II,Ekibastuz II,,,Kazakhstan,,,"Ekibastuz II, KZH",false
6594966,Ekibastuz III,Ekibastuz III,,,Kazakhstan,,,"Ekibastuz III, KZH",false
64602,Ekibastuz-Severniy (Northern),Ekibastuz-Severniy (Northern),,,Kazakhstan,,,"Ekibastuz-Severniy (Northern), KZH",false
,Eltay,Eltay,,,Kazakhstan,,,"Eltay, KZH",false
656587,Ersaj (eks.perev.),Ersaj (eks.perev.),,,Kazakhstan,,,"Ersaj (eks.perev.), KZH",false
73605,Espe,Espe,,,Kazakhstan,,,"Espe, KZH",false
712409,Festivalnaya,Festivalnaya,,,Kazakhstan,,,"Festivalnaya, KZH",false
,Furmanovskiy,Furmanovskiy,,,Kazakhstan,,,"Furmanovskiy, KZH",false
,Ganyushkino,Ganyushkino,,,Kazakhstan,,,"Ganyushkino, KZH",false
71276803,Glubochanka,Glubochanka,,,Kazakhstan,,,"Glubochanka, KZH",false
6663358,Gugnya,Gugnya,,,Kazakhstan,,,"Gugnya, KZH",false
71803608,Himicheskaja,Himicheskaja,,,Kazakhstan,,,"Himicheskaja, KZH",false
,Igylyk (rzd),Igylyk (rzd),,,Kazakhstan,,,"Igylyk (rzd), KZH",false
695909,Igylyk (rzd) (eksp. perev. avia),Igylyk (rzd) (eksp. perev. avia),,,Kazakhstan,,,"Igylyk (rzd) (eksp. perev. avia), KZH",false
7632,Iintal (rzd),Iintal (rzd),,,Kazakhstan,,,"Iintal (rzd), KZH",false
566986,Iletsk I,Iletsk I,,,Kazakhstan,,,"Iletsk I, KZH",false
6665801,Iletsk I (exp.),Iletsk I (exp.),,,Kazakhstan,,,"Iletsk I (exp.), KZH",false
7689,Iliyskaya,Iliyskaya,,,Kazakhstan,,,"Iliyskaya, KZH",false
691306,Irchenko,Irchenko,,,Kazakhstan,,,"Irchenko, KZH",false
7127608,Irtyshskiy Zavod,Irtyshskiy Zavod,,,Kazakhstan,,,"Irtyshskiy Zavod, KZH",false
,Irzayev,Irzayev,,,Kazakhstan,,,"Irzayev, KZH",false
,Isatay,Isatay,,,Kazakhstan,,,"Isatay, KZH",false
661404,Iskine,Iskine,,,Kazakhstan,,,"Iskine, KZH",false
669355,Izimbet,Izimbet,,,Kazakhstan,,,"Izimbet, KZH",false
663908,Janaozen,Janaozen,,,Kazakhstan,,,"Janaozen, KZH",false
4605,Jarkul,Jarkul,,,Kazakhstan,,,"Jarkul, KZH",false
695104,Jemantuz,Jemantuz,,,Kazakhstan,,,"Jemantuz, KZH",false
672505,Jetitobe,Jetitobe,,,Kazakhstan,,,"Jetitobe, KZH",false
677088,Jezkazgan,Jezkazgan,,,Kazakhstan,,,"Jezkazgan, KZH",false
699988,Jilga,Jilga,,,Kazakhstan,,,"Jilga, KZH",false
,Jitikara,Jitikara,,,Kazakhstan,,,"Jitikara, KZH",false
,Josaly,Josaly,,,Kazakhstan,,,"Josaly, KZH",false
857,Kalash,Kalash,,,Kazakhstan,,,"Kalash, KZH",false
6954606,Kalkaman,Kalkaman,,,Kazakhstan,,,"Kalkaman, KZH",false
668527,Kalmakkyrgan,Kalmakkyrgan,,,Kazakhstan,,,"Kalmakkyrgan, KZH",false
727082,Kalpe,Kalpe,,,Kazakhstan,,,"Kalpe, KZH",false
,Kamystybas,Kamystybas,,,Kazakhstan,,,"Kamystybas, KZH",false
560887,Kandyagash,Kandyagash,,,Kazakhstan,,,"Kandyagash, KZH",false
772,Kapchagay,Kapchagay,,,Kazakhstan,,,"Kapchagay, KZH",false
696985,Kara-Adyr,Kara-Adyr,,,Kazakhstan,,,"Kara-Adyr, KZH",false
684904,Karabalyk,Karabalyk,,,Kazakhstan,,,"Karabalyk, KZH",false
675407,Karabas,Karabas,,,Kazakhstan,,,"Karabas, KZH",false
661207,Karabatano,Karabatano,,,Kazakhstan,,,"Karabatano, KZH",false
717605,Karabulak,Karabulak,,,Kazakhstan,,,"Karabulak, KZH",false
,Karagalynskaya,Karagalynskaya,,,Kazakhstan,,,"Karagalynskaya, KZH",false
673905,Karaganda,Karaganda,,,Kazakhstan,,,"Karaganda, KZH",false
673007,Karaganda-Sortirovochnaya,Karaganda-Sortirovochnaya,,,Kazakhstan,,,"Karaganda-Sortirovochnaya, KZH",false
67460608,Karaganda-Ugolnaya,Karaganda-Ugolnaya,,,Kazakhstan,,,"Karaganda-Ugolnaya, KZH",false
,Karaganozek,Karaganozek,,,Kazakhstan,,,"Karaganozek, KZH",false
6982,Karagay,Karagay,,,Kazakhstan,,,"Karagay, KZH",false
675706,Karagayly,Karagayly,,,Kazakhstan,,,"Karagayly, KZH",false
,Karairim (rzd),Karairim (rzd),,,Kazakhstan,,,"Karairim (rzd), KZH",false
678954,Karaketken,Karaketken,,,Kazakhstan,,,"Karaketken, KZH",false
6636807,Karakiya,Karakiya,,,Kazakhstan,,,"Karakiya, KZH",false
67605,Karakonir,Karakonir,,,Kazakhstan,,,"Karakonir, KZH",false
72788,Karakum,Karakum,,,Kazakhstan,,,"Karakum, KZH",false
675801,Karamuryn,Karamuryn,,,Kazakhstan,,,"Karamuryn, KZH",false
679018,Karaoba,Karaoba,,,Kazakhstan,,,"Karaoba, KZH",false
762144,Karaoy,Karaoy,,,Kazakhstan,,,"Karaoy, KZH",false
671555,Karaozek,Karaozek,,,Kazakhstan,,,"Karaozek, KZH",false
7652758,Karasaj,Karasaj,,,Kazakhstan,,,"Karasaj, KZH",false
6712709,Karashengen,Karashengen,,,Kazakhstan,,,"Karashengen, KZH",false
,Karashokat,Karashokat,,,Kazakhstan,,,"Karashokat, KZH",false
6953507,Karasor,Karasor,,,Kazakhstan,,,"Karasor, KZH",false
72661,Karatas,Karatas,,,Kazakhstan,,,"Karatas, KZH",false
76685,Karatau,Karatau,,,Kazakhstan,,,"Karatau, KZH",false
667781,Karatogay,Karatogay,,,Kazakhstan,,,"Karatogay, KZH",false
6831460,Karatomar (rzd),Karatomar (rzd),,,Kazakhstan,,,"Karatomar (rzd), KZH",false
660689,Karaulkeldy,Karaulkeldy,,,Kazakhstan,,,"Karaulkeldy, KZH",false
676401,Karazhal,Karazhal,,,Kazakhstan,,,"Karazhal, KZH",false
75617,Karazhingil,Karazhingil,,,Kazakhstan,,,"Karazhingil, KZH",false
667989,Kardon,Kardon,,,Kazakhstan,,,"Kardon, KZH",false
,Karsakpay,Karsakpay,,,Kazakhstan,,,"Karsakpay, KZH",false
765354,Kashkanteniz,Kashkanteniz,,,Kazakhstan,,,"Kashkanteniz, KZH",false
6697265,Kauylzhyr,Kauylzhyr,,,Kazakhstan,,,"Kauylzhyr, KZH",false
669808,Kaydauil,Kaydauil,,,Kazakhstan,,,"Kaydauil, KZH",false
,Kayerak,Kayerak,,,Kazakhstan,,,"Kayerak, KZH",false
6697358,Kayir,Kayir,,,Kazakhstan,,,"Kayir, KZH",false
72135,Kayrakty,Kayrakty,,,Kazakhstan,,,"Kayrakty, KZH",false
6862704,Kayrankul,Kayrankul,,,Kazakhstan,,,"Kayrankul, KZH",false
7643509,Kayrat,Kayrat,,,Kazakhstan,,,"Kayrat, KZH",false
